RDSI ID,Street light category,Street Light (In Watts or KVA),Street Division Name,Street Ward Number,Street Name,Street Address,Street Light ID
1000680300200,Sodium Vapour,70,Central Zone,68,PAPPAMMAL LAYOUT,39,1000680900270
1000680300200,Sodium Vapour,70,Central Zone,68,PAPPAMMAL LAYOUT,41,1000680900271
1000680300200,Sodium Vapour,70,Central Zone,68,PAPPAMMAL LAYOUT,42,1000680900272
1000740300033,Sodium Vapour,70,Central Zone,68,PAPPAMMAL LAYOUT,41,1000680900273
1000680300128,Sodium Vapour,70,Central Zone,68,ANGANNAN SAITE,42,1000680900274
1000680300197,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,NULL,1000680900275
1000680300197,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,26,1000680900276
1000680300197,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,23,1000680900277
1000680300139,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,21,1000680900278
1000680300139,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,20,1000680900279
1000680300139,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,19,1000680900280
1000680300139,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,18,1000680900281
1000680300139,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,17,1000680900282
1000680300139,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,16,1000680900283
1000680300139,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,15,1000680900284
1000730300108,Sodium Vapour,70,Central Zone,68,NACHIYANNA ANGANNAN STREET,14,1000680900285
1000680300136,Sodium Vapour,70,Central Zone,68,SUBRAMANIAM ROAD,365,1000680900286
1000680300136,Sodium Vapour,70,Central Zone,68,SUBRAMANIAM ROAD,364,1000680900287
1000680300136,Sodium Vapour,70,Central Zone,68,SUBRAMANIAM ROAD,363,1000680900288
1000680300137,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,8,1000680900289
1000680300137,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,7,1000680900290
1000680300137,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,6,1000680900291
1000730300108,Transformer,22KVA,Central Zone,68,NACHIYANNA ANGANNAN STREET,NULL,1000680900292
1000680300153,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,5,1000680900293
1000680300153,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,4,1000680900294
1000680300153,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,3,1000680900295
1000680300153,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,2,1000680900296
1000680300153,Sodium Vapour,70,Central Zone,68,RAMANATHAPURAM ROAD,1,1000680900297
1000740300186,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,444,1000740900035
1000740300049,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,443,1000740900036
1000740300049,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,442,1000740900037
1000740300049,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,441,1000740900038
1000740300474,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,440,1000740900039
1000740300194,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,439,1000740900040
1000740300194,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,438,1000740900041
1000740300193,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,437,1000740900042
1000740300475,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,436,1000740900043
1000740300115,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,435,1000740900044
1000740300115,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,434,1000740900045
1000740300115,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,433,1000740900046
1000740300115,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,432,1000740900047
1000740300415,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,430,1000740900048
1000740300118,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,429,1000740900049
1000740300118,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,427,1000740900050
1000740300189,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,421,1000740900051
1000740300189,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,422,1000740900052
1000740300105,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,424,1000740900053
1000740300105,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,423,1000740900054
1000740300104,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,420,1000740900055
1000740300104,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,419,1000740900056
1000740300104,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,418,1000740900057
1000740300104,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,417,1000740900058
1000740300114,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,416,1000740900059
1000740300414,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,415,1000740900060
1000740300106,Sodium Vapour,70,Central Zone,74,SRI NAGAR,478,1000740900061
1000740300106,Sodium Vapour,70,Central Zone,74,SRI NAGAR,479,1000740900062
1000740300113,Sodium Vapour,70,Central Zone,74,SRI NAGAR,480,1000740900063
1000740300116,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,413,1000740900064
1000740300116,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,414,1000740900065
1000740300410,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,412,1000740900066
1000740300388,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,411,1000740900067
1000740300410,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,410,1000740900068
1000740300152,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,538,1000740900069
1000740300152,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,537,1000740900070
1000740300151,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,536,1000740900071
1000740300444,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,539,1000740900072
1000740300056,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,540,1000740900073
1000740300056,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,541,1000740900074
1000740300153,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,532,1000740900075
1000740300149,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,530,1000740900076
1000740300443,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,533,1000740900077
1000740300148,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,534,1000740900078
1000740300151,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,535,1000740900079
1000740300150,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,542,1000740900080
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,406,1000740900081
1000740300213,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,397,1000740900082
1000740300413,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,428,1000740900083
1000740300413,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,426,1000740900084
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,409,1000740900085
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,405,1000740900086
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,402,1000740900087
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,401,1000740900088
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,400,1000740900089
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,399,1000740900090
1000740300213,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,398,1000740900091
1000740300429,Sodium Vapour,70,Central Zone,74,KAMARAJ NAGAR,743,1000740900092
1000740300392,Sodium Vapour,70,Central Zone,74,KAMARAJ NAGAR,749,1000740900093
1000740300396,Sodium Vapour,70,Central Zone,74,KAMARAJ NAGAR,748,1000740900094
1000740300051,Sodium Vapour,70,Central Zone,74,KAMARAJ NAGAR,747,1000740900095
1000740300419,Sodium Vapour,70,Central Zone,74,KAMARAJ NAGAR,746,1000740900096
1000740300419,Sodium Vapour,70,Central Zone,74,KAMARAJ NAGAR,745,1000740900097
1000740300125,Sodium Vapour,70,Central Zone,74,ARUMUGAM NAGAR,696,1000740900098
1000740300100,Sodium Vapour,70,Central Zone,74,ARUMUGAM NAGAR,695,1000740900099
1000740300100,Sodium Vapour,70,Central Zone,74,ARUMUGAM NAGAR,694,1000740900100
1000740300099,Sodium Vapour,70,Central Zone,74,MURUGAYAN COLONY,733,1000740900101
1000740300099,Sodium Vapour,70,Central Zone,74,MURUGAYAN COLONY,734,1000740900102
1000740300099,Sodium Vapour,70,Central Zone,74,MURUGAYAN COLONY,735,1000740900103
1000740300099,Sodium Vapour,70,Central Zone,74,MURUGAYAN COLONY,737,1000740900104
1000740300099,Sodium Vapour,70,Central Zone,74,MURUGAYAN COLONY,738,1000740900105
1000740300099,Sodium Vapour,70,Central Zone,74,MURUGAYAN COLONY,739,1000740900106
1000740300099,Sodium Vapour,70,Central Zone,74,MURUGAYAN COLONY,740,1000740900107
1000740300045,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR V,228,1000740900108
1000740300045,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR V,229,1000740900109
1000740300045,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR V,728,1000740900110
1000740300046,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR IV,558,1000740900111
1000740300046,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR IV,557,1000740900112
1000740300046,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR IV,556,1000740900113
1000740300046,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR IV,555,1000740900114
1000740300361,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR III,705,1000740900115
1000740300361,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR III,706,1000740900116
1000740300365,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR III,707,1000740900117
1000740300041,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR III,708,1000740900118
1000740300041,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR III,709,1000740900119
1000740300026,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR II,701,1000740900120
1000740300365,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR III,703,1000740900121
1000740300034,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR I,707,1000740900122
1000740300034,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR I,708,1000740900123
1000740300044,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR II,705,1000740900124
1000740300034,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR I,706,1000740900125
1000740300025,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,790,1000740900126
1000740300020,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,779,1000740900127
1000740300020,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,780,1000740900128
1000740300359,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,781,1000740900129
1000740300360,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,784,1000740900130
1000740300043,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,783,1000740900131
1000740300027,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,784,1000740900132
1000740300028,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,743,1000740900133
1000740300047,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,773,1000740900134
1000740300047,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,772,1000740900135
1000740300047,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,771,1000740900136
1000740300047,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,770,1000740900137
1000740300047,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,769,1000740900138
1000740300102,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,741,1000740900139
1000740300084,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR VI,743,1000740900140
1000740300010,Sodium Vapour,70,Central Zone,74,BHARATHI NAGAR VI,742,1000740900141
1000740300077,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,655,1000740900142
1000740300082,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,401,1000740900143
1000740300082,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,651,1000740900144
1000740300169,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,645,1000740900145
1000740300169,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,646,1000740900146
1000740300069,Sodium Vapour,70,Central Zone,74,KAMATCHIAMMAN KOVIL STREET,607,1000740900147
1000740300163,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,608,1000740900148
1000740300449,Transformer,22KVA,Central Zone,74,RUPA NAGAR,NULL,1000740900149
1000740300167,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,624,1000740900150
1000740300167,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,625,1000740900151
1000740300167,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,626,1000740900152
1000740300167,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,627,1000740900153
1000740300167,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,628,1000740900154
1000740300167,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,629,1000740900155
1000740300167,Sodium Vapour,70,Central Zone,74,RUPA NAGAR,630,1000740900156
1000740300169,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,647,1000740900157
1000740300160,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,648,1000740900158
1000740300160,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,649,1000740900159
1000740300160,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,650,1000740900160
1000740300160,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,640,1000740900161
1000740300446,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,641,1000740900162
1000740300174,Sodium Vapour,70,Central Zone,74,DR MUNUSAMY NAGAR,642,1000740900163
1000740300024,Sodium Vapour,70,Central Zone,74,KAVERI NAGAR,643,1000740900164
1000740300222,Transformer,22KVA,Central Zone,74,SRINATH LAKE VIEW,NULL,1000740900001
1000740300339,Transformer,22KVA,Central Zone,74,KOTTAI PUDHUR,NULL,1000740900002
1000740300314,Transformer,22KVA,Central Zone,74,G M NAGAR,NULL,1000740900003
1000740300343,Transformer,22KVA,Central Zone,74,MAGITH COLONY,NULL,1000740900004
1000740300196,Sodium Vapour,70,Central Zone,74,ABIRAMI NAGAR,408,1000740900005
1000740300442,Sodium Vapour,70,Central Zone,74,INDHIRA NAGAR,NULL,1000740900006
1000740300113,Transformer,22KVA,Central Zone,74,SRI NAGAR,NULL,1000740900007
1000740300192,Transformer,22KVA,Central Zone,74,SIVARAM NAGAR,NULL,1000740900008
1000740300114,Transformer,22KVA,Central Zone,74,SIVARAM NAGAR,NULL,1000740900009
1000740300115,Transformer,22KVA,Central Zone,74,SIVARAM NAGAR,NULL,1000740900010
1000740300113,Sodium Vapour,70,Central Zone,74,SRI NAGAR,481,1000740900011
1000740300112,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,476,1000740900012
1000740300112,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,475,1000740900013
1000740300112,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,474,1000740900014
1000740300190,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,473,1000740900015
1000740300190,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,472,1000740900016
1000740300190,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,471,1000740900017
1000740300191,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,462,1000740900018
1000740300191,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,461,1000740900019
1000740300191,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,460,1000740900020
1000740300469,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,463,1000740900021
1000740300187,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,459,1000740900022
1000740300187,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,458,1000740900023
1000740300472,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,457,1000740900024
1000740300470,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,451,1000740900025
1000740300471,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,455,1000740900026
1000740300188,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,454,1000740900027
1000740300182,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,452,1000740900028
1000740300155,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,453,1000740900029
1000740300467,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,450,1000740900030
1000740300467,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,449,1000740900031
1000740300183,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,448,1000740900032
1000740300183,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,447,1000740900033
1000740300183,Sodium Vapour,70,Central Zone,74,SIVARAM NAGAR,446,1000740900034
1000740300022,Transformer,22KVA,Central Zone,74,ARUNACHALAM COLONY,NULL,1000740900165
1000740300022,Transformer,22KVA,Central Zone,74,ARUNACHALAM COLONY,NULL,1000740900166
1000740300047,Sodium Vapour,70,Central Zone,74,ARUNACHALAM COLONY,768,1000740900167
1000740300021,Sodium Vapour,70,Central Zone,74,KAVERI NAGAR,189,1000740900168
1000740300021,Sodium Vapour,70,Central Zone,74,KAVERI NAGAR,188,1000740900169
1000740300023,Sodium Vapour,70,Central Zone,74,KAVERI NAGAR,187,1000740900170
1000740300023,Sodium Vapour,70,Central Zone,74,KAVERI NAGAR,186,1000740900171
1000740300015,Sodium Vapour,70,Central Zone,74,KAVERI NAGAR,185,1000740900172
1000740300245,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,319,1000740900173
1000740300245,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,318,1000740900174
1000740300245,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,317,1000740900175
1000740300246,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,316,1000740900176
1000740300246,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,315,1000740900177
1000740300246,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,314,1000740900178
1000740300518,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,308,1000740900179
1000740300231,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,309,1000740900180
1000740300232,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,310,1000740900181
1000740300233,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,311,1000740900182
1000740300233,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,312,1000740900183
1000740300233,Sodium Vapour,70,Central Zone,74,SHANMUGA NAGAR,313,1000740900184
1000740300233,Transformer,22KVA,Central Zone,74,SHANMUGA NAGAR,NULL,1000740900185
1000740300367,Sodium Vapour,70,Central Zone,74,K P NAGAR,326,1000740900186
1000740300207,Sodium Vapour,70,Central Zone,74,K P NAGAR,327,1000740900187
1000740300208,Sodium Vapour,70,Central Zone,74,K P NAGAR,445,1000740900188
1000740300208,Sodium Vapour,70,Central Zone,74,K P NAGAR,324,1000740900189
1000740300234,Sodium Vapour,70,Central Zone,74,K P NAGAR,325,1000740900190
1000740300234,Sodium Vapour,70,Central Zone,74,K P NAGAR,323,1000740900191
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,322,1000740900192
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,321,1000740900193
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,320,1000740900194
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,328,1000740900195
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,329,1000740900196
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,331,1000740900197
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,330,1000740900198
1000740300199,Transformer,22KVA,Central Zone,74,K P NAGAR,NULL,1000740900199
1000740300199,Sodium Vapour,70,Central Zone,74,K P NAGAR,546,1000740900200
1000740300200,Sodium Vapour,70,Central Zone,74,VINAYAGA NAGAR,349,1000740900201
1000740300200,Sodium Vapour,70,Central Zone,74,VINAYAGA NAGAR,348,1000740900202
1000740300200,Sodium Vapour,70,Central Zone,74,VINAYAGA NAGAR,347,1000740900203
1000740300200,Sodium Vapour,70,Central Zone,74,VINAYAGA NAGAR,346,1000740900204
1000740300227,Sodium Vapour,70,Central Zone,74,VINAYAGA NAGAR,345,1000740900205
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,27,1000740900206
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,26,1000740900207
1000740300219,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,63,1000740900208
1000740300219,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,62,1000740900209
1000740300219,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,61,1000740900210
1000740300226,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,60,1000740900211
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,59,1000740900212
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,58,1000740900213
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,57,1000740900214
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,56,1000740900215
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,55,1000740900216
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,54,1000740900217
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,53,1000740900218
1000740300202,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,52,1000740900219
1000740300241,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,51,1000740900220
1000740300241,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,50,1000740900221
1000740300241,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,49,1000740900222
1000740300241,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,48,1000740900223
1000740300242,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,47,1000740900224
1000740300242,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,46,1000740900225
1000740300290,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,45,1000740900226
1000740300290,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,44,1000740900227
1000740300290,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,43,1000740900228
1000740300290,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,42,1000740900229
1000740300290,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,41,1000740900230
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,40,1000740900231
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,39,1000740900232
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,38,1000740900233
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,37,1000740900234
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,36,1000740900235
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,35,1000740900236
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,34,1000740900237
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,33,1000740900238
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,32,1000740900239
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,31,1000740900240
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,30,1000740900241
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,29,1000740900242
1000740300330,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,28,1000740900243
1000740300219,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,66,1000740900244
1000740300219,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,67,1000740900245
1000740300218,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,68,1000740900246
1000740300218,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,71,1000740900247
1000740300218,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,70,1000740900248
1000740300218,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,69,1000740900249
1000740300219,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,65,1000740900250
1000740300219,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,64,1000740900251
1000740300218,Sodium Vapour,70,Central Zone,74,BY PASS ROAD,72,1000740900252
1000740300378,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,375,1000740900253
1000740300379,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,376,1000740900254
1000740300373,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,371,1000740900255
1000740300381,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,372,1000740900256
1000740300381,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,373,1000740900257
1000740300373,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,370,1000740900258
1000740300372,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,396,1000740900259
1000740300377,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,377,1000740900260
1000740300376,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,378,1000740900261
1000740300371,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,368,1000740900262
1000740300382,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,380,1000740900263
1000740300382,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,369,1000740900264
1000740300380,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,367,1000740900265
1000740300201,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,383,1000740900266
1000740300201,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,382,1000740900267
1000740300201,Transformer,22KVA,Central Zone,74,THIYAGI SIVARAM NAGAR,NULL,1000740900268
1000740300201,Sodium Vapour,70,Central Zone,74,THIYAGI SIVARAM NAGAR,381,1000740900269
1000740300375,Sodium Vapour,70,Central Zone,74,SRINATH LAKE VIEW,343,1000740900270
1000740300375,Sodium Vapour,70,Central Zone,74,SRINATH LAKE VIEW,342,1000740900271
1000740300375,Sodium Vapour,70,Central Zone,74,SRINATH LAKE VIEW,341,1000740900272
1000740300375,Sodium Vapour,70,Central Zone,74,SRINATH LAKE VIEW,340,1000740900273
1000740300375,Sodium Vapour,70,Central Zone,74,SRINATH LAKE VIEW,339,1000740900274
1000740300375,Sodium Vapour,70,Central Zone,74,SRINATH LAKE VIEW,338,1000740900275
1000740300384,Sodium Vapour,70,Central Zone,74,SRINATH LAKE VIEW,337,1000740900276
